Inventory_Name,Area,Unit_Proses,Tipe,Material,Nilai,Satuan,Kategori
Palm Oil_Mill,Bumitama Gunajaya,Boiler,Input,Acrylate polymer,103.00,kg,Raw Material
Oil & Gas,Adi Sucipto,Pompa,Input,Air,13.28,m3,Material
Oil & Gas,Adi Sucipto,Mobil Tangki,Output,air limpasan,"31,000.00",kg,Emisi
Oil & Gas,Hasanudin,Storage Tank,Output,air limpasan,96.10,m3,Emisi ke air
Oil & Gas,Adi Sucipto,Refueller,Input,air limpasan,"31,000.00",kg,Lainnya
Oil & Gas,Adi Sucipto,Oil Catcher,Input,air limpasan,"31,000.00",kg,Material
Oil & Gas,Adi Sucipto,Oil Catcher,Input,air limpasan,"450,000.00",kg,Material
Oil & Gas,Adi Sucipto,Oil Catcher,Input,air limpasan,"83,850.00",kg,Material
Oil & Gas,Hasanudin,Oil Catcher,Input,air limpasan,64.50,m3,Material
Oil & Gas,Maos,Oil Catcher,Input,air limpasan,753.00,kg,Material
Oil & Gas,Hasanudin,Oil Catcher,Input,air limpasan,20.20,m3,Material
Oil & Gas,Maos,Oil Catcher,Input,air limpasan,753.00,kg,Material
Oil & Gas,Ahmad Yani,Oil Catcher,Input,air limpasan,0.34,m3,Material
Oil & Gas,Adi Sumarno,Oil Catcher,Input,air limpasan,23.18,m3,Material
Oil & Gas,Hasanudin,Oil Catcher,Input,air limpasan,23.50,m3,Material
Oil & Gas,Hasanudin,Oil Catcher,Input,air limpasan,96.10,m3,Material
Oil & Gas,Maos,Oil Catcher,Input,air limpasan,753.00,kg,Material
Oil & Gas,Hasanudin,Oil Catcher,Input,air limpasan,187.40,m3,Material
Oil & Gas,Adi Sucipto,Oil Catcher,Input,air limpasan,"47,000.00",kg,Material
Oil & Gas,Ahmad Yani,Refueller,Output,air limpasan,0.34,kg,Material
Oil & Gas,Adi Sumarno,Refueller,Output,air limpasan,23.18,kg,Material
Oil & Gas,Bitung,Filling Shed Pump,Output,air limpasan,"13,77",m3,Waste
Oil & Gas,Hasanudin,Filter Separator,Output,air limpasan,64.45,m3,Waste
Oil & Gas,Hasanudin,Penerimaan,Output,air limpasan,20.23,m3,Waste
Oil & Gas,Makasar,Perkantoran,Output,air limpasan,"1,840.00",m3,Waste
Oil & Gas,Adi Sucipto,Perkantoran,Output,air limpasan,"47,000.00",kg,Waste
Oil & Gas,Cilacap,Pompa,Output,air limpasan,"291,200.00",kg,Waste
Oil & Gas,Hasanudin,Pompa,Output,air limpasan,24.27,m3,Waste
Oil & Gas,Makasar,Pompa,Output,air limpasan,284.00,m3,Waste
Oil & Gas,Bitung,Pompa,Output,air limpasan,"13,77",m3,Waste
Oil & Gas,Hasanudin,Refueller,Output,air limpasan,23.45,m3,Waste
Oil & Gas,Adi Sucipto,Refueller,Output,air limpasan,"31,000.00",kg,Waste
Oil & Gas,Cilacap,Storage Tank,Output,air limpasan,"360,800.00",kg,Waste
Oil & Gas,Makasar,Storage Tank,Output,air limpasan,"1,160.00",m3,Waste
Oil & Gas,Bitung,Storage Tank,Output,air limpasan,"18,06",m3,Waste
Oil & Gas,Adi Sucipto,Storage Tank,Output,air limpasan,83.85,m3,Waste
Oil & Gas,Maos,Storage Tank,Output,air limpasan,753.00,kg,Waste
Oil & Gas,Adi Sucipto,Use Stage,Output,air limpasan,"47,000.00",kg,Waste
Oil & Gas,Adi Sucipto,Storage Tank,Input,air limpasan,"450,000.00",kg,Lainnya
Oil & Gas,Hasanudin,Oil Catcher,Input,air limpasan,24.30,m3,Material
Oil & Gas,Maos,Oil Catcher,Input,air limpasan,753.00,kg,Material
Oil & Gas,Adi Sucipto,Perkantoran,Input,Air Perkantoran,3.71,m3,Energi
Oil & Gas,Adi Sucipto,Perkantoran,Output,Air sisa cuci refueller,"327,700.00",kg,Waste
Oil & Gas,Adi Sucipto,Use Stage,Output,Air sisa cuci refueller,"327,700.00",kg,Waste
Palm Oil_Mill,Asian Agri,WTP,Input,Alum/tawas (Al2(SO4)3),19.805.00,kg,Raw material
Oil & Gas,Hasanudin,Kolam Limbah,Output,Ammonia,0.38,kg,Emisi ke air
Oil & Gas,Ahmad Yani,Kolam Limbah,Output,Ammonia,0.00,kg,Waste
Oil & Gas,Maos,Kolam Limbah,Output,Ammonia,0.00,kg,Waste
Oil & Gas,Adi Sumarno,Kolam Limbah,Output,Ammonia,0.00,kg,Waste
Palm Oil_Mill,Asian Agri,Boiler,Output,Ammonia,80.00,kg,Emission
Palm Oil_Mill,Asian Agri,FFB,Input,Ammonium Sulfate (ZA),4.963.466.19,kg,Fertilizer
Palm Oil_Mill,Asian Agri,FFB,Input,Ammonium Sulfate (ZA),87.198.54,kg,Fertilizer
Palm Oil_Refinery,Apical,WTP,Input,Anti Scallant N-5005,9.82,kg,BBM
Palm Oil_Refinery,Apical,WTP,Input,Anti Scallant PC-191T,895.00,kg,BBM
Palm Oil_Refinery,Apical,WTP,Input,Antifoam,0.82,m3,BBM
Oil & Gas,Ahmad Yani,Pompa,Input,BBM,"12,294,251.00",m3,Material
Oil & Gas,Adi Sumarno,Pompa,Input,BBM,"5,300.67",m3,Material
Oil & Gas,Ahmad Yani,Storage Tank,Output,BBM,"12,168.00",m3,Material
Oil & Gas,Adi Sumarno,Storage Tank,Output,BBM,"5,300.67",m3,Material
Oil & Gas,Adi Sucipto,Pompa,Input,BBM,"7,092,040.00",m3,Material
Oil & Gas,Adi Sucipto,Storage Tank,Output,BBM,"7,092,040.00",m3,Material
Palm Oil_Mill,Asian Agri,FFB,Input,Basta,3.29,m3,Pesticide
Oil & Gas,Pare Pare,Genset,Input,BBM,600.00,m3,Energi
Oil & Gas,Hasanudin,Bridger,Input,BBM,"15,890.00",m3,Material
Oil & Gas,Hasanudin,Bridger,Output,BBM,"15,890.00",m3,Material
Oil & Gas,Adi Sucipto,Filter Separator,Input,BBM,"38,619.91",m3,Material
Oil & Gas,Ahmad Yani,Filter Separator,Output,BBM,"12,294,251.00",m3,Material
Oil & Gas,Adi Sumarno,Filter Separator,Output,BBM,"5,300.67",m3,Material
Oil & Gas,Ahmad Yani,Filter Separator,Input,BBM,"12,294,251.00",m3,Material
Oil & Gas,Adi Sumarno,Filter Separator,Input,BBM,"5,300.67",m3,Material
Oil & Gas,Adi Sucipto,Filter Separator,Output,BBM,"7,053,330.00",m3,Material
Oil & Gas,Adi Sucipto,Filter Separator,Input,BBM,"7,092,040.00",m3,Material
Oil & Gas,Hasanudin,Filter Separator,Output,BBM,"171,031.00",m3,Material
Oil & Gas,Adi Sucipto,Mobil Tangki,Input,BBM,"1,972,058.08",m3,Material
Oil & Gas,Adi Sucipto,Mobil Tangki,Output,BBM,"1,972,058.08",m3,Material
Oil & Gas,Maos,Mobil Tangki,Output,BBM,"1,330,000,000.00",kg,Material
Oil & Gas,Adi Sucipto,Penerimaan,Output,BBM,"6,720.00",m3,Material
Oil & Gas,Adi Sucipto,Penerimaan,Input,BBM,"6,720.00",m3,Material
Oil & Gas,Maos,Penerimaan,Input,BBM,"1,340,000,000.00",kg,Material
Oil & Gas,Maos,Penerimaan,Output,BBM,"1,340,000,000.00",kg,Material
Oil & Gas,Hasanudin,Penerimaan,Input,BBM,"170,064.00",m3,Material
Oil & Gas,Maos,Pompa,Output,BBM,"1,330,000,000.00",kg,Material
Oil & Gas,Adi Sucipto,Pompa,Output,BBM,"1,972,058.08",m3,Material
Oil & Gas,Adi Sumarno,Pompa,Output,BBM,"5,232.00",m3,Material
Oil & Gas,Ahmad Yani,Pompa,Output,BBM,"12,168.00",m3,Material
Oil & Gas,Adi Sumarno,Pompa,Input,BBM,"5,232.00",m3,Material
Oil & Gas,Ahmad Yani,Pompa,Input,BBM,"12,168.00",m3,Material
Oil & Gas,Ahmad Yani,Pompa,Output,BBM,"12,294,251.00",m3,Material
Oil & Gas,Adi Sumarno,Pompa,Output,BBM,"5,300.67",m3,Material
Oil & Gas,Adi Sucipto,Pompa,Output,BBM,"7,092,040.00",m3,Material
Oil & Gas,Hasanudin,Pompa,Input,BBM,"171,031.00",m3,Material
Oil & Gas,Ahmad Yani,Refueller,Input,BBM,"12,294,251.00",m3,Material
Oil & Gas,Adi Sumarno,Refueller,Input,BBM,"5,300.67",m3,Material
Oil & Gas,Ahmad Yani,Refueller,Output,BBM,"12,294,251.00",m3,Material
Oil & Gas,Adi Sumarno,Refueller,Output,BBM,"5,300.67",m3,Material
Oil & Gas,Adi Sucipto,Refueller,Input,BBM,"7,053,330.00",m3,Material
Oil & Gas,Adi Sucipto,Refueller,Output,BBM,"7,053,330.00",m3,Material
Oil & Gas,Hasanudin,Refueller,Input,BBM,"155,140.00",m3,Material
Oil & Gas,Hasanudin,Refueller,Output,BBM,"155,140.00",m3,Material
Oil & Gas,Adi Sucipto,Storage Tank,Input,BBM,"372,107.51",m3,Material
Oil & Gas,Ahmad Yani,Storage Tank,Input,BBM,"126,251.00",m3,Material
Oil & Gas,Adi Sumarno,Storage Tank,Input,BBM,143.18,m3,Material
Oil & Gas,Ahmad Yani,Storage Tank,Input,BBM,"12,168.00",m3,Material
Oil & Gas,Adi Sumarno,Storage Tank,Input,BBM,"5,232.00",m3,Material
Oil & Gas,Adi Sucipto,Storage Tank,Input,BBM,"6,720.00",m3,Material
Oil & Gas,Adi Sucipto,Storage Tank,Input,BBM,"34,577.78",m3,Material
Oil & Gas,Maos,Storage Tank,Input,BBM,"1,340,000,000.00",kg,Material
Oil & Gas,Adi Sucipto,Storage Tank,Input,BBM,"1,937,480.30",m3,Material
Oil & Gas,Maos,Storage Tank,Input,BBM,"9,710,000.00",kg,Material
Oil & Gas,Maos,Storage Tank,Output,BBM,"1,330,000,000.00",kg,Material
Oil & Gas,Hasanudin,Storage Tank,Input,BBM,"170,064.00",m3,Material
Oil & Gas,Hasanudin,Storage Tank,Output,BBM,"170,064.00",m3,Material
Oil & Gas,Hasanudin,Storage Tank,Input,BBM,"6,552.00",m3,Material
Oil & Gas,Ahmad Yani,Use Stage,Input,BBM,"12,294,251.00",m3,Material
Oil & Gas,Adi Sumarno,Use Stage,Input,BBM,"5,300.67",m3,Material
Oil & Gas,Ahmad Yani,Use Stage,Output,BBM,"12,294,251.00",m3,Material
Oil & Gas,Adi Sumarno,Use Stage,Output,BBM,"5,300.67",m3,Material
Oil & Gas,Adi Sucipto,Use Stage,Input,BBM,"7,053,330.00",m3,Material
Oil & Gas,Maos,Use Stage,Input,BBM,"1,330,000,000.00",kg,Material
Oil & Gas,Maos,Use Stage,Output,BBM,"1,330,000,000.00",kg,Material
Oil & Gas,Adi Sucipto,Use Stage,Input,BBM,"1,972,058.08",m3,Material
Oil & Gas,Pare Pare,Genset,Output,BBM,"637,331,003.00",m3,Product
Oil & Gas,Boyolali,Mobil Tangki,Output,BBM,"1,720,000.00",m3,Product
Oil & Gas,Cilacap,Mobil Tangki,Output,BBM,"1,790,585.80",m3,Product
Oil & Gas,FT Rewulu,Mobil Tangki,Output,BBM,"1,790,000.00",m3,Product
Oil & Gas,Bitung,Use Stage,Output,BBM,"1,932,423.00",m3,Product
Oil & Gas,Pare Pare,Genset,Input,BBM,"637,331,003.00",m3,Raw Material
Oil & Gas,Makasar,Penerimaan,Input,BBM,"2,798,232.26",m3,Raw Material
Oil & Gas,Bitung,Penerimaan,Input,BBM,"1,463,045.00",m3,Raw Material
Oil & Gas,Cilacap,Storage Tank,Input,BBM,"1,754,901.86",m3,Raw Material
Oil & Gas,Rewulu,Storage Tank,Input,BBM,"176,000,000.00",m3,Raw Material
Oil & Gas,Boyolali,Storage Tank,Input,BBM,"1,430,000.00",m3,Raw Material
Oil & Gas,Boyolali,Storage Tank,Input,BBM,"1,430,000.00",m3,Raw Material
Oil & Gas,Boyolali,Storage Tank,Input,BBM,"1,430,000.00",m3,Raw Material
Oil & Gas,FT Rewulu,Storage Tank,Input,BBM,"3,698,865.00",m3,Raw Material
Oil & Gas,Cilacap,Storage Tank,Input,BBM,"36,944.00",m3,Raw Material
Oil & Gas,Maos,Mobil Tangki,Input,BBM,"1,330,000,000.00",kg,Material
Oil & Gas,Maos,Filter Separator,Input,BBM,"1,330,000,000.00",kg,Material
Oil & Gas,Maos,Pompa,Input,BBM,"1,330,000,000.00",kg,Material
Oil & Gas,Adi Sucipto,Pompa,Input,BBM,"1,972,058.08",m3,Material
Oil & Gas,Adi Sucipto,Storage Tank,Output,BBM,"1,972,058.08",m3,Material
Oil & Gas,Makasar,Use Stage,Output,BBM,"2,280,000.00",m3,Product
Oil & Gas,Hasanudin,Penerimaan,Output,BBM,"170,064.00",m3,Material
Oil & Gas,Hasanudin,Filter Separator,Input,BBM,"171,031.00",m3,Material
Oil & Gas,Hasanudin,Pompa,Output,BBM,"171,031.00",m3,Material
Palm Oil_Refinery,Apical,WTP,Input,Biodicde Nalco 3935,10.33,kg,BBM
Palm Oil_Mill,Asian Agri,Digester,Output,Biogas,"21,027,270.00",kg,Product
Oil & Gas,Hasanudin,Kolam Limbah,Output,BOD,1.11,kg,Emisi ke air
Oil & Gas,Cilacap,WTP,Output,BOD,226.89,kg,Emisi ke air
Oil & Gas,FT Rewulu,WTP,Output,BOD,21.80,kg,Emisi ke air
Oil & Gas,Boyolali,WTP,Output,BOD,0.40,kg,Emisi ke air
Oil & Gas,Boyolali,WTP,Output,BOD,0.40,kg,Emisi ke air
Oil & Gas,Maos,Kolam Limbah,Output,BOD,0.02,kg,Waste
Oil & Gas,Ahmad Yani,Kolam Limbah,Output,BOD5,0.02,kg,Waste
Oil & Gas,Adi Sumarno,Kolam Limbah,Output,BOD5,0.00,kg,Waste
Palm Oil_Mill,Asian Agri,FFB,Input,Borite (HGFB),736.118.00,kg,Fertilizer
Palm Oil_Mill,Asian Agri,FFB,Input,Borite (HGFB),9.818.38,kg,Fertilizer
Oil & Gas,Ahmad Yani,Genset,Output,Carbon Dioxide (CO2),1.50,mg/Nm3,Emisi
Oil & Gas,Adi Sucipto,Genset,Output,Carbon Dioxide (CO2),"657,233.60",kg,Emisi
Oil & Gas,Adi Sumarno,Genset,Output,Carbon Dioxide (CO2),2.121.51,kg,Emisi
Oil & Gas,Cilacap,Genset,Output,Carbon Dioxide (CO2),"20,818.19",kg,Emisi
Oil & Gas,Makasar,Genset,Output,Carbon Dioxide (CO2),"8,780.00",kg,Emisi
Oil & Gas,Boyolali,Genset,Output,Carbon Dioxide (CO2),25.20,kg,Emisi
Oil & Gas,Bitung,Genset,Output,Carbon Dioxide (CO2),"88451,22",kg,Emisi
Oil & Gas,FT Rewulu,Genset,Output,Carbon Dioxide (CO2),"22,400.00",kg,Emisi
Oil & Gas,Adi Sucipto,Mobil Tangki,Output,Carbon Dioxide (CO2),"15,047.00",kg,Emisi
Oil & Gas,Adi Sumarno,Refueller,Output,Carbon Dioxide (CO2),15.05,kg,Emisi
Oil & Gas,Adi Sucipto,Use Stage,Output,Carbon Dioxide (CO2),"5,260,662.14",kg,Emisi
Oil & Gas,Ahmad Yani,Use Stage,Output,Carbon Dioxide (CO2),"305,929,158,340,000,000.00",kg,Emisi
Oil & Gas,Adi Sumarno,Use Stage,Output,Carbon Dioxide (CO2),130.325.00,kg,Emisi
Oil & Gas,Cilacap,Use Stage,Output,Carbon Dioxide (CO2),"3,672,621,423.00",kg,Emisi
Oil & Gas,FT Rewulu,Use Stage,Output,Carbon Dioxide (CO2),"3,680,000,000.00",kg,Emisi
Oil & Gas,Makasar,Use Stage,Output,Carbon Dioxide (CO2),"4,780,000,000.00",kg,Emisi
Oil & Gas,Boyolali,Use Stage,Output,Carbon Dioxide (CO2),"3,660,000,000.00",kg,Emisi
Oil & Gas,Bitung,Use Stage,Output,Carbon Dioxide (CO2),"4,020,000,000,000.00",kg,Emisi
Palm Oil_Mill,Bumitama Gunajaya,Boiler,Output,Carbon Dioxide (CO2),129.671.125,kg,Emisi ke air
Palm Oil_Mill,Bumitama Gunajaya,Boiler,Output,Carbon Dioxide (CO2),28.57,kg,Emisi ke air
Oil & Gas,Maos,Genset,Output,Carbon Dioxide (CO2),"2,070.00",kg,Emisi ke air
Oil & Gas,Hasanudin,Genset,Output,Carbon Dioxide (CO2),462.00,kg,Emisi ke air
Oil & Gas,Pare Pare,Genset,Output,Carbon Dioxide (CO2),"128,156,000.00",kg,Emisi ke air
Oil & Gas,Pare Pare,Genset,Output,Carbon Dioxide (CO2),"133,728,000.00",kg,Emisi ke air
Palm Oil_Mill,Bumitama Gunajaya,Genset,Output,Carbon Dioxide (CO2),"25.384,54 ",kg,Emisi ke air
Palm Oil_Mill,Bumitama Gunajaya,Genset,Output,Carbon Dioxide (CO2),22.55,kg,Emisi ke air
Oil & Gas,Hasanudin,Refueller,Output,Carbon Dioxide (CO2),215.94,kg,Emisi ke air
Oil & Gas,Adi Sucipto,Genset,Output,Carbon Dioxide (CO2),493.51,kg,Waste
Oil & Gas,Adi Sucipto,Use Stage,Output,Carbon Dioxide (CO2),"17,551,449.95",kg,Waste
Oil & Gas,Ahmad Yani,Genset,Output,Carbon Monoxide (CO),235.00,mg/Nm3,Emisi
Oil & Gas,Pare Pare,Genset,Output,Carbon Monoxide (CO),"7,739,508,000.00",kg,Emisi ke air
Oil & Gas,Pare Pare,Genset,Output,Carbon Monoxide (CO),"1,125,544,000.00",kg,Emisi ke air
Palm Oil_Mill,Asian Agri,Genset,Output,Carbon Monoxide (CO),216.01,kg,Emission
Palm Oil_Refinery,Apical,WTP,Input,Cartridge Filter,6.19,pcs,BBM
Palm Oil_Refinery,Apical,WTP,Input,Caustic Liquid 48%,0.01,m3,BBM
Palm Oil_Mill,Asian Agri,WTP,Input,Caustic Soda (NaOH),8.670.00,kg,Raw material
Palm Oil_Refinery,Apical,WTP,Input,Caustic Soda Flake 98%,92.85,kg,BBM
Palm Oil_Refinery,Apical,WTP,Input,Caustic soda liquid,99.16,kg,BBM
Palm Oil_Mill,Asian Agri,FFB,Output,Cd (aq),2.70,kg,Emission
Oil & Gas,Adi Sucipto,Storage Tank,Output,Ceceran minyak,0.23,m3,Waste
Palm Oil_Refinery,Apical,WTP,Input,chemicals,816.00,kg,BBM
Palm Oil_Refinery,Apical,WTP,Input,chemicals,6.56,kg,BBM
Palm Oil_Refinery,Apical,WTP,Input,chemicals,879.00,kg,BBM
Palm Oil_Mill,Asian Agri,FFB,Input,chemicals,641.986.50,kg,Fertilizer
Palm Oil_Mill,Asian Agri,FFB,Input,chemicals,2.72,m3,Pesticide
Palm Oil_Mill,Asian Agri,FFB,Input,chemicals,2.53,m3,Pesticide
Palm Oil_Mill,Asian Agri,FFB,Input,chemicals,0.84,m3,Pesticide
Palm Oil_Mill,Asian Agri,FFB,Input,chemicals,1.83,m3,Pesticide
Palm Oil_Mill,Asian Agri,FFB,Input,chemicals,0.20,m3,Pesticide
Palm Oil_Mill,Bumitama Gunajaya,Boiler,Input,chemicals,126.00,kg,Raw Material
Palm Oil_Mill,Bumitama Gunajaya,Boiler,Input,chemicals,30.00,kg,Raw Material
Palm Oil_Mill,Bumitama Gunajaya,Boiler,Input,chemicals,107.00,kg,Raw Material
Palm Oil_Mill,Asian Agri,FFB,Output,chemicals,31.10,kg,Emission
Palm Oil_Mill,Asian Agri,FFB,Output,chemicals,1.80,kg,Waste
Palm Oil_Mill,Asian Agri,FFB,Output,chemicals,"3,326.70",kg,Waste
Oil & Gas,Maos,Kolam Limbah,Input,Chlorine (Cl2),60.00,kg,Material
Palm Oil_Mill,Asian Agri,Boiler,Output,Chlorine (Cl2),90.00,kg,Emission
Oil & Gas,Boyolali,Kolam Limbah,Input,chlorine transported,"10,400",kg,Bahan Kimia
Oil & Gas,Boyolali,Kolam Limbah,Input,chlorine transported,"10,400",kg,Bahan Kimia
Palm Oil_Refinery,Apical,WTP,Input,Citric Acid,4.98,kg,BBM
Palm Oil_Refinery,Apical,Power Plant,Input,Coal,203.583.907,kg,BBM
Oil & Gas,Hasanudin,Kolam Limbah,Output,COD,2.83,kg,Emisi ke air
Oil & Gas,Cilacap,WTP,Output,COD,541.04,kg,Emisi ke air
Oil & Gas,FT Rewulu,WTP,Output,COD,53.70,kg,Emisi ke air
Oil & Gas,Boyolali,WTP,Output,COD,1.24,kg,Emisi ke air
Oil & Gas,Boyolali,WTP,Output,COD,1.24,kg,Emisi ke air
Oil & Gas,Ahmad Yani,Kolam Limbah,Output,COD,0.01,kg,Waste
Oil & Gas,Adi Sumarno,Kolam Limbah,Output,COD,0.00,kg,Waste
Palm Oil_Mill,Asian Agri,Segregation Station,Input,Condensate,"40,996,990.00",kg,Raw material
Palm Oil_Mill,Asian Agri,Sterilization Station,Output,Condensate,"40,997.00",kg,Waste
Palm Oil_Mill,Asian Agri,Clean Oil Tank,Output,CPO,"44,073.00",kg,Product
Palm Oil_Mill,Asian Agri,Clean Oil Tank,Input,CPO,"41,869.00",kg,Product
Palm Oil_Mill,Asian Agri,Clean Oil Tank,Input,CPO,"1,224,620.00",kg,Product
Palm Oil_Mill,Asian Agri,Clean Oil Tank,Input,CPO,"2,204.00",kg,Product
Palm Oil_Mill,Asian Agri,Continuous Settling Tank (CST),Input,CPO,"65,100,270.00",kg,Product
Palm Oil_Mill,Asian Agri,Continuous Settling Tank (CST),Output,CPO,"41,869.00",kg,Product
Palm Oil_Mill,Asian Agri,Crude Oil Tank,Output,CPO,"65,100,270.00",kg,Product
Palm Oil_Mill,Asian Agri,Crude Oil Tank,Input,CPO,"32,550,150.00",kg,Product
Palm Oil_Mill,Asian Agri,Crude Oil Tank,Input,CPO,"32,550,150.00",kg,Product
Palm Oil_Mill,Asian Agri,Crude Palm Oil Tank,Output,CPO,"44,073.00",kg,Product
Palm Oil_Mill,Asian Agri,Crude Palm Oil Tank,Input,CPO,"44,073.00",kg,Product
Palm Oil_Mill,Asian Agri,Digester,Output,CPO,"32,550,150.00",kg,Product
Palm Oil_Mill,Asian Agri,Screw Pressing,Output,CPO,"32,550,150.00",kg,Product
Palm Oil_Mill,Asian Agri,Segregation Station,Output,CPO,"1,224,620.00",kg,Product
Palm Oil_Mill,Asian Agri,Sludge Tank & Separator,Output,CPO (from sludge separator),"2,204.00",kg,Product
Palm Oil_Refinery,Apical,Power Plant,Input,Diesel,0.14,m3,BBM
Oil & Gas,Makasar,Genset,Input,Diesel,"2,680.00",kg,Energi
Oil & Gas,Bitung,Genset,Input,Diesel,"6,237.00",kg,Energi
Oil & Gas,Cilacap,Genset,Input,Diesel,"6,850.34",kg,Energi
Oil & Gas,FT Rewulu,Genset,Input,Diesel,0.01,m3,Energi
Oil & Gas,Boyolali,Genset,Input,Diesel,1.49,m3,Energi
Oil & Gas,Boyolali,Genset,Input,Diesel,1.49,m3,Energi
Oil & Gas,Hasanudin,Genset,Input,Diesel,6.37,m3,Energi
Palm Oil_Mill,Bumitama Gunajaya,Genset,Input,Diesel,"11,373.00",m3,Energi
Palm Oil_Mill,Bumitama Gunajaya,Genset,Input,Diesel,"10,105.00",m3,Energi
Oil & Gas,Adi Sucipto,Mobil Tangki,Input,Diesel,"3,181.32",m3,Energi
Oil & Gas,Cilacap,Mobil Tangki,Input,Diesel,"1,434,261.45",kg,Energi
Oil & Gas,Hasanudin,Refueller,Input,Diesel,85.66,m3,Energi
Oil & Gas,Ahmad Yani,Genset,Input,Diesel,"12,006.00",kg,Material
Oil & Gas,Adi Sucipto,Genset,Input,Diesel,160.95,kg,Material
Oil & Gas,Adi Sucipto,Genset,Input,Diesel,160.95,kg,Material
Oil & Gas,Adi Sumarno,Genset,Input,Diesel,754.20,kg,Material
Oil & Gas,Maos,Genset,Input,Diesel,"686,000.00",kg,Material
Oil & Gas,Adi Sucipto,Mobil Tangki,Input,Diesel,"4,084.80",m3,Material
Oil & Gas,Hasanudin,Pompa,Input,Diesel,0.07,m3,Material
Oil & Gas,Ahmad Yani,Refueller,Input,Diesel,"3,521.76",kg,Material
Oil & Gas,Adi Sumarno,Refueller,Input,Diesel,"3,715.00",kg,Material
Palm Oil_Mill,Asian Agri,Genset,Input,Diesel,"154,331.00",kg,Energy
Palm Oil_Mill,Asian Agri,FFB,Input,Diesel,127.15,m3,Energy
Palm Oil_Mill,Asian Agri,FFB,Input,Diesel,377.19,m3,Energy
Palm Oil_Mill,Asian Agri,Digester,Output,Digested fruit,"97,650.00",kg,Waste
Palm Oil_Mill,Asian Agri,Screw Pressing,Input,Digested fruit,"97,650.00",kg,Raw material
Oil & Gas,Adi Sumarno,Genset,Output,Dinitrogen Monoxide (N2O),61.45,kg,Emisi
Oil & Gas,Cilacap,Genset,Output,Dinitrogen Monoxide (N2O),0.00,kg,Emisi
Oil & Gas,FT Rewulu,Genset,Output,Dinitrogen Monoxide (N2O),0.17,kg,Emisi
Oil & Gas,Boyolali,Genset,Output,Dinitrogen Monoxide (N2O),0.00,kg,Emisi
Oil & Gas,Cilacap,Mobil Tangki,Output,Dinitrogen Monoxide (N2O),0.04,kg,Emisi
Oil & Gas,Adi Sumarno,Refueller,Output,Dinitrogen Monoxide (N2O),0.10,kg,Emisi
Oil & Gas,Adi Sucipto,Use Stage,Output,Dinitrogen Monoxide (N2O),42.60,kg,Emisi
Oil & Gas,Ahmad Yani,Use Stage,Output,Dinitrogen Monoxide (N2O),"849,803.00",kg,Emisi
Oil & Gas,Adi Sumarno,Use Stage,Output,Dinitrogen Monoxide (N2O),362.09,kg,Emisi
Oil & Gas,Cilacap,Use Stage,Output,Dinitrogen Monoxide (N2O),34.34,kg,Emisi
Oil & Gas,FT Rewulu,Use Stage,Output,Dinitrogen Monoxide (N2O),"34,400.00",kg,Emisi
Oil & Gas,Makasar,Use Stage,Output,Dinitrogen Monoxide (N2O),"62,500.00",kg,Emisi
Oil & Gas,Boyolali,Use Stage,Output,Dinitrogen Monoxide (N2O),"56,900.00",kg,Emisi
Oil & Gas,Bitung,Use Stage,Output,Dinitrogen Monoxide (N2O),"40,700,000.00",kg,Emisi
Oil & Gas,Maos,Genset,Output,Dinitrogen Monoxide (N2O),"1,680.00",kg,Emisi ke air
Oil & Gas,Hasanudin,Genset,Output,Dinitrogen Monoxide (N2O),0.60,kg,Emisi ke air
Oil & Gas,Pare Pare,Genset,Output,Dinitrogen Monoxide (N2O),"618,492,000.00",kg,Emisi ke air
Oil & Gas,Pare Pare,Genset,Output,Dinitrogen Monoxide (N2O),"1,125,544,000.00",kg,Emisi ke air
Oil & Gas,Hasanudin,Refueller,Output,Dinitrogen Monoxide (N2O),1.70,kg,Emisi ke air
Oil & Gas,Adi Sucipto,Use Stage,Output,Dinitrogen Monoxide (N2O),487.54,kg,Waste
Oil & Gas,Maos,Penerimaan,Input,Drum,"2,660.00",kg,Material
Oil & Gas,Maos,Pompa,Input,Drum,14.00,kg,Material
Oil & Gas,Maos,Storage Tank,Input,Drum,"1,340.00",kg,Material
Oil & Gas,Maos,Penerimaan,Output,Drum bekas,"2,660.00",kg,Waste
Oil & Gas,Maos,Pompa,Output,Drum bekas,14.00,kg,Waste
Oil & Gas,Maos,Storage Tank,Output,Drum bekas,"1,340.00",kg,Waste
Palm Oil_Mill,Asian Agri,FFB,Input,Elang isopropil amina glifosat 480 g/l,2.43,m3,Pesticide
Oil & Gas,Makasar,Filling Shed Pump,Input,electricity,44.40,kWh,Energi
Oil & Gas,Bitung,Filling Shed Pump,Input,electricity,"1,860.00",kWh,Energi
Oil & Gas,Makasar,Filling Shed Pump,Input,electricity,"15,600.00",kWh,Energi
Oil & Gas,Bitung,Filling Shed Pump,Input,electricity,"8467,1",kWh,Energi
Palm Oil_Refinery,Apical,KCP,Input,electricity,17.759.300,kWh,Energi
Oil & Gas,Adi Sucipto,Penerimaan,Input,electricity,"1,534.80",kWh,Energi
Oil & Gas,Adi Sucipto,Penerimaan,Input,electricity,392.20,kWh,Energi
Oil & Gas,Makasar,Penerimaan,Input,electricity,44.40,kWh,Energi
